Date,Open,High,Low,Close,Adj Close,Volume,Daily Return (%),7d MA Close
2012-05-18,42.04999923706055,45.0,38.0,38.22999954223633,38.08451461791992,573576400,-9.084422744667929,
2012-05-21,36.52999877929688,36.65999984741211,33.0,34.029998779296875,33.9005012512207,168192700,-6.8436903464033625,
2012-05-22,32.61000061035156,33.59000015258789,30.940000534057617,31.0,30.88203239440918,101786600,-4.937137627162421,
2012-05-23,31.3700008392334,32.5,31.36000061035156,32.0,31.87822723388672,73600000,2.0082854444131315,
2012-05-24,32.95000076293945,33.209999084472656,31.770000457763672,33.029998779296875,32.9043083190918,50237200,0.24278608347529912,
2012-05-25,32.900001525878906,32.95000076293945,31.11000061035156,31.90999984741211,31.78857040405273,37149800,-3.0091235031951857,
2012-05-29,31.479999542236328,31.690000534057617,28.649999618530277,28.84000015258789,28.73025321960449,78063400,-8.386275184363909,32.719999585832866
2012-05-30,28.700000762939453,29.549999237060547,27.86000061035156,28.190000534057617,28.082725524902344,57267900,-1.7770042345796848,31.28571401323591
2012-05-31,28.549999237060547,29.670000076293945,26.82999992370605,29.600000381469727,29.48736000061035,111639200,3.677762425458074,30.652857099260604
2012-06-01,28.88999938964844,29.149999618530277,27.38999938964844,27.71999931335449,27.61451530456543,41855500,-4.049844586404437,30.18428557259696
2012-06-04,27.200000762939453,27.649999618530277,26.440000534057617,26.899999618530277,26.79763412475586,35230300,-1.1029453529204811,29.455714089529856
2012-06-05,26.700000762939453,27.76000022888184,25.75,25.8700008392334,25.77155494689941,42473400,-3.1086138576375024,28.432857240949357
2012-06-06,26.06999969482422,27.170000076293945,25.520000457763672,26.809999465942383,26.70797538757324,61489200,2.838510854547801,27.704285757882253
2012-06-07,27.0,27.350000381469727,26.149999618530277,26.309999465942383,26.20987892150879,26159500,-2.55555753354673,27.342857088361466
2012-06-08,26.549999237060547,27.76000022888184,26.440000534057617,27.100000381469727,26.996871948242188,38034000,2.0715674584330888,27.187142780848912
2012-06-11,27.18000030517578,28.06999969482422,26.84000015258789,27.01000022888184,26.907215118408203,28219600,-0.6254601706592671,26.817142759050643
2012-06-12,27.479999542236328,27.770000457763672,26.959999084472656,27.399999618530277,27.295732498168945,15816800,-0.29112054235333046,26.771428516932897
2012-06-13,27.65999984741211,28.100000381469727,27.100000381469727,27.270000457763672,27.166229248046875,17102800,-1.409976109182539,26.824285779680526
2012-06-14,27.649999618530277,28.31999969482422,27.3799991607666,28.290000915527344,28.18234634399414,16855000,2.31465210063929,27.170000076293945
2012-06-15,28.51000022888184,30.100000381469727,28.350000381469727,30.01000022888184,29.89579963684082,43563800,5.261311778175422,27.627143042428152
2012-06-18,29.959999084472656,32.08000183105469,29.40999984741211,31.40999984741211,31.29047393798828,42978900,4.839789076265172,28.355714525495255
2012-06-19,31.540000915527344,32.18000030517578,30.700000762939453,31.90999984741211,31.78857040405273,30849000,1.1731100860641155,29.042857306344168
2012-06-20,31.920000076293945,31.93000030517578,31.149999618530277,31.600000381469727,31.479751586914062,15553600,-1.0025053072035335,29.698571613856725
2012-06-21,31.670000076293945,32.5,31.51000022888184,31.84000015258789,31.71883583068848,21875300,0.5367858411253875,30.332857404436385
2012-06-22,32.40999984741211,33.45000076293945,32.060001373291016,33.04999923706055,32.92423629760742,74834000,1.974697293000884,31.15857151576451
2012-06-25,32.86000061035156,33.02000045776367,31.549999237060547,32.060001373291016,31.93800163269043,24352900,-2.434568539869506,31.69714300973075
2012-06-26,32.689998626708984,33.439998626708984,32.5,33.099998474121094,32.97404098510742,24858700,1.2542057651759084,32.138571330479216
